# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 315         3.998       51.447      0.00        Hansweert   
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# STN,YYYYMMDD,HH,    T
  315,20170725,    9,     
  315,20170725,   10,     
  315,20170725,   11,     
  315,20170725,   12,     
  315,20170725,   13,     
  315,20170725,   14,     
  315,20170725,   15,     
  315,20170725,   16,     
  315,20170725,   17,     
  315,20170725,   18,     
  315,20170725,   19,     
  315,20170725,   20,     
  315,20170725,   21,     
  315,20170725,   22,     
  315,20170725,   23,     
  315,20170725,   24,     
  315,20170726,    1,     
  315,20170726,    2,     
  315,20170726,    3,     
  315,20170726,    4,     
  315,20170726,    5,     
  315,20170726,    6,     
  315,20170726,    7,     
  315,20170726,    8,     
  315,20170726,    9,     
  315,20170726,   10,     
  315,20170726,   11,     
  315,20170726,   12,     
  315,20170726,   13,     
  315,20170726,   14,     
  315,20170726,   15,     
  315,20170726,   16,     
  315,20170726,   17,     
  315,20170726,   18,     
  315,20170726,   19,     
  315,20170726,   20,     
  315,20170726,   21,     
  315,20170726,   22,     
  315,20170726,   23,     
  315,20170726,   24,     
  315,20170727,    1,     
  315,20170727,    2,     
  315,20170727,    3,     
  315,20170727,    4,     
  315,20170727,    5,     
  315,20170727,    6,     
  315,20170727,    7,     
  315,20170727,    8,     
  315,20170727,    9,     
  315,20170727,   10,     
  315,20170727,   11,     
  315,20170727,   12,     
  315,20170727,   13,     
  315,20170727,   14,     
  315,20170727,   15,     
  315,20170727,   16,     
  315,20170727,   17,     
  315,20170727,   18,     
  315,20170727,   19,     
  315,20170727,   20,     
  315,20170727,   21,     
  315,20170727,   22,     
  315,20170727,   23,     
  315,20170727,   24,     
  315,20170728,    1,     
  315,20170728,    2,     
  315,20170728,    3,     
  315,20170728,    4,     
  315,20170728,    5,     
  315,20170728,    6,     
  315,20170728,    7,     
  315,20170728,    8,     
  315,20170728,    9,     
  315,20170728,   10,     
  315,20170728,   11,     
  315,20170728,   12,     
  315,20170728,   13,     
  315,20170728,   14,     
  315,20170728,   15,     
  315,20170728,   16,     
  315,20170728,   17,     
  315,20170728,   18,     
  315,20170728,   19,     
  315,20170728,   20,     
  315,20170728,   21,     
  315,20170728,   22,     
  315,20170728,   23,     
  315,20170728,   24,     
  315,20170729,    1,     
  315,20170729,    2,     
  315,20170729,    3,     
  315,20170729,    4,     
  315,20170729,    5,     
  315,20170729,    6,     
  315,20170729,    7,     
  315,20170729,    8,     
  315,20170729,    9,     
  315,20170729,   10,     
  315,20170729,   11,     
  315,20170729,   12,     
  315,20170729,   13,     
  315,20170729,   14,     
  315,20170729,   15,     
  315,20170729,   16,     
  315,20170729,   17,     
  315,20170729,   18,     
  315,20170729,   19,     
  315,20170729,   20,     
  315,20170729,   21,     
  315,20170729,   22,     
  315,20170729,   23,     
  315,20170729,   24,     
  315,20170730,    1,     
  315,20170730,    2,     
  315,20170730,    3,     
  315,20170730,    4,     
  315,20170730,    5,     
  315,20170730,    6,     
  315,20170730,    7,     
  315,20170730,    8,     
  315,20170730,    9,     
  315,20170730,   10,     
  315,20170730,   11,     
  315,20170730,   12,     
  315,20170730,   13,     
  315,20170730,   14,     
  315,20170730,   15,     
  315,20170730,   16,     
  315,20170730,   17,     
  315,20170730,   18,     
  315,20170730,   19,     
  315,20170730,   20,     
  315,20170730,   21,     
  315,20170730,   22,     
  315,20170730,   23,     
  315,20170730,   24,     
  315,20170731,    1,     
  315,20170731,    2,     
  315,20170731,    3,     
  315,20170731,    4,     
  315,20170731,    5,     
  315,20170731,    6,     
  315,20170731,    7,     
  315,20170731,    8,     
  315,20170731,    9,     
  315,20170731,   10,     
  315,20170731,   11,     
  315,20170731,   12,     
  315,20170731,   13,     
  315,20170731,   14,     
  315,20170731,   15,     
  315,20170731,   16,     
  315,20170731,   17,     
  315,20170731,   18,     
  315,20170731,   19,     
  315,20170731,   20,     
  315,20170731,   21,     
  315,20170731,   22,     
  315,20170731,   23,     
  315,20170731,   24,     
  315,20170801,    1,     
  315,20170801,    2,     
  315,20170801,    3,     
  315,20170801,    4,     
  315,20170801,    5,     
  315,20170801,    6,     
  315,20170801,    7,     
  315,20170801,    8,     
  315,20170801,    9,     
  315,20170801,   10,     
  315,20170801,   11,     
  315,20170801,   12,     
  315,20170801,   13,     
  315,20170801,   14,     
  315,20170801,   15,     
  315,20170801,   16,     
  315,20170801,   17,     
  315,20170801,   18,     
  315,20170801,   19,     
  315,20170801,   20,     
  315,20170801,   21,     
  315,20170801,   22,     
  315,20170801,   23,     
  315,20170801,   24,     
  315,20170802,    1,     
  315,20170802,    2,     
  315,20170802,    3,     
  315,20170802,    4,     
  315,20170802,    5,     
  315,20170802,    6,     
  315,20170802,    7,     
  315,20170802,    8,     
  315,20170802,    9,     
  315,20170802,   10,     
  315,20170802,   11,     
  315,20170802,   12,     
  315,20170802,   13,     
  315,20170802,   14,     
  315,20170802,   15,     
  315,20170802,   16,     
  315,20170802,   17,     
  315,20170802,   18,     
  315,20170802,   19,     
  315,20170802,   20,     
  315,20170802,   21,     
  315,20170802,   22,     
  315,20170802,   23,     
  315,20170802,   24,     
  315,20170803,    1,     
  315,20170803,    2,     
  315,20170803,    3,     
  315,20170803,    4,     
  315,20170803,    5,     
  315,20170803,    6,     
  315,20170803,    7,     
  315,20170803,    8,     
  315,20170803,    9,     
  315,20170803,   10,     
  315,20170803,   11,     
  315,20170803,   12,     
  315,20170803,   13,     
  315,20170803,   14,     
  315,20170803,   15,     
  315,20170803,   16,     
  315,20170803,   17,     
  315,20170803,   18,     
  315,20170803,   19,     
  315,20170803,   20,     
  315,20170803,   21,     
  315,20170803,   22,     
  315,20170803,   23,     
  315,20170803,   24,     
  315,20170804,    1,     
  315,20170804,    2,     
  315,20170804,    3,     
  315,20170804,    4,     
  315,20170804,    5,     
  315,20170804,    6,     
  315,20170804,    7,     
  315,20170804,    8,     
  315,20170804,    9,     
  315,20170804,   10,     
  315,20170804,   11,     
  315,20170804,   12,     
  315,20170804,   13,     
  315,20170804,   14,     
  315,20170804,   15,     
  315,20170804,   16,     
  315,20170804,   17,     
  315,20170804,   18,     
  315,20170804,   19,     
  315,20170804,   20,     
  315,20170804,   21,     
  315,20170804,   22,     
  315,20170804,   23,     
  315,20170804,   24,     
  315,20170805,    1,     
  315,20170805,    2,     
  315,20170805,    3,     
  315,20170805,    4,     
  315,20170805,    5,     
  315,20170805,    6,     
  315,20170805,    7,     
  315,20170805,    8,     
  315,20170805,    9,     
  315,20170805,   10,     
  315,20170805,   11,     
  315,20170805,   12,     
  315,20170805,   13,     
  315,20170805,   14,     
  315,20170805,   15,     
  315,20170805,   16,     
  315,20170805,   17,     
  315,20170805,   18,     
  315,20170805,   19,     
  315,20170805,   20,     
  315,20170805,   21,     
  315,20170805,   22,     
  315,20170805,   23,     
  315,20170805,   24,     
  315,20170806,    1,     
  315,20170806,    2,     
  315,20170806,    3,     
  315,20170806,    4,     
  315,20170806,    5,     
  315,20170806,    6,     
  315,20170806,    7,     
  315,20170806,    8,     
  315,20170806,    9,     
  315,20170806,   10,     
  315,20170806,   11,     
  315,20170806,   12,     
  315,20170806,   13,     
  315,20170806,   14,     
  315,20170806,   15,     
  315,20170806,   16,     
  315,20170806,   17,     
  315,20170806,   18,     
  315,20170806,   19,     
  315,20170806,   20,     
  315,20170806,   21,     
  315,20170806,   22,     
  315,20170806,   23,     
  315,20170806,   24,     
  315,20170807,    1,     
  315,20170807,    2,     
  315,20170807,    3,     
  315,20170807,    4,     
  315,20170807,    5,     
  315,20170807,    6,     
  315,20170807,    7,     
  315,20170807,    8,     
  315,20170807,    9,     
  315,20170807,   10,     
  315,20170807,   11,     
  315,20170807,   12,     
  315,20170807,   13,     
  315,20170807,   14,     
  315,20170807,   15,     
  315,20170807,   16,     
  315,20170807,   17,     
  315,20170807,   18,     
  315,20170807,   19,     
  315,20170807,   20,     
  315,20170807,   21,     
  315,20170807,   22,     
  315,20170807,   23,     
  315,20170807,   24,     
  315,20170808,    1,     
  315,20170808,    2,     
  315,20170808,    3,     
  315,20170808,    4,     
  315,20170808,    5,     
  315,20170808,    6,     
  315,20170808,    7,     
  315,20170808,    8,     
  315,20170808,    9,     
  315,20170808,   10,     
  315,20170808,   11,     
  315,20170808,   12,     
  315,20170808,   13,     
  315,20170808,   14,     
  315,20170808,   15,     
  315,20170808,   16,     
  315,20170808,   17,     
  315,20170808,   18,     
  315,20170808,   19,     
  315,20170808,   20,     
  315,20170808,   21,     
  315,20170808,   22,     
  315,20170808,   23,     
  315,20170808,   24,     
  315,20170809,    1,     
  315,20170809,    2,     
  315,20170809,    3,     
  315,20170809,    4,     
  315,20170809,    5,     
  315,20170809,    6,     
  315,20170809,    7,     
  315,20170809,    8,     
  315,20170809,    9,     
  315,20170809,   10,     
  315,20170809,   11,     
  315,20170809,   12,     
  315,20170809,   13,     
  315,20170809,   14,     
  315,20170809,   15,     
  315,20170809,   16,     
  315,20170809,   17,     
  315,20170809,   18,     
  315,20170809,   19,     
  315,20170809,   20,     
  315,20170809,   21,     
  315,20170809,   22,     
  315,20170809,   23,     
  315,20170809,   24,     
  315,20170810,    1,     
  315,20170810,    2,     
  315,20170810,    3,     
  315,20170810,    4,     
  315,20170810,    5,     
  315,20170810,    6,     
  315,20170810,    7,     
  315,20170810,    8,     
  315,20170810,    9,     
  315,20170810,   10,     
  315,20170810,   11,     
  315,20170810,   12,     
  315,20170810,   13,     
  315,20170810,   14,     
  315,20170810,   15,     
  315,20170810,   16,     
  315,20170810,   17,     
  315,20170810,   18,     
  315,20170810,   19,     
  315,20170810,   20,     
  315,20170810,   21,     
  315,20170810,   22,     
  315,20170810,   23,     
  315,20170810,   24,     
  315,20170811,    1,     
  315,20170811,    2,     
  315,20170811,    3,     
  315,20170811,    4,     
  315,20170811,    5,     
  315,20170811,    6,     
  315,20170811,    7,     
  315,20170811,    8,     
  315,20170811,    9,     
  315,20170811,   10,     
  315,20170811,   11,     
  315,20170811,   12,     
  315,20170811,   13,     
  315,20170811,   14,     
  315,20170811,   15,     
  315,20170811,   16,     
  315,20170811,   17,     
  315,20170811,   18,     
  315,20170811,   19,     
  315,20170811,   20,     
  315,20170811,   21,     
  315,20170811,   22,     
  315,20170811,   23,     
  315,20170811,   24,     
  315,20170812,    1,     
  315,20170812,    2,     
  315,20170812,    3,     
  315,20170812,    4,     
  315,20170812,    5,     
  315,20170812,    6,     
  315,20170812,    7,     
  315,20170812,    8,     
  315,20170812,    9,     
  315,20170812,   10,     
  315,20170812,   11,     
  315,20170812,   12,     
  315,20170812,   13,     
  315,20170812,   14,     
  315,20170812,   15,     
  315,20170812,   16,     
  315,20170812,   17,     
  315,20170812,   18,     
  315,20170812,   19,     
  315,20170812,   20,     
  315,20170812,   21,     
  315,20170812,   22,     
  315,20170812,   23,     
  315,20170812,   24,     
  315,20170813,    1,     
  315,20170813,    2,     
  315,20170813,    3,     
  315,20170813,    4,     
  315,20170813,    5,     
  315,20170813,    6,     
  315,20170813,    7,     
  315,20170813,    8,     
  315,20170813,    9,     
  315,20170813,   10,     
  315,20170813,   11,     
  315,20170813,   12,     
  315,20170813,   13,     
  315,20170813,   14,     
  315,20170813,   15,     
  315,20170813,   16,     
  315,20170813,   17,     
  315,20170813,   18,     
  315,20170813,   19,     
  315,20170813,   20,     
  315,20170813,   21,     
  315,20170813,   22,     
  315,20170813,   23,     
  315,20170813,   24,     
  315,20170814,    1,     
  315,20170814,    2,     
  315,20170814,    3,     
  315,20170814,    4,     
  315,20170814,    5,     
  315,20170814,    6,     
  315,20170814,    7,     
  315,20170814,    8,     
  315,20170814,    9,     
  315,20170814,   10,     
  315,20170814,   11,     
  315,20170814,   12,     
  315,20170814,   13,     
  315,20170814,   14,     
  315,20170814,   15,     
  315,20170814,   16,     
  315,20170814,   17,     
  315,20170814,   18,     
  315,20170814,   19,     
  315,20170814,   20,     
  315,20170814,   21,     
  315,20170814,   22,     
  315,20170814,   23,     
  315,20170814,   24,     
  315,20170815,    1,     
  315,20170815,    2,     
  315,20170815,    3,     
  315,20170815,    4,     
  315,20170815,    5,     
  315,20170815,    6,     
  315,20170815,    7,     
  315,20170815,    8,     
  315,20170815,    9,     
  315,20170815,   10,     
  315,20170815,   11,     
  315,20170815,   12,     
  315,20170815,   13,     
  315,20170815,   14,     
  315,20170815,   15,     
  315,20170815,   16,     
  315,20170815,   17,     
  315,20170815,   18,     
  315,20170815,   19,     
  315,20170815,   20,     
  315,20170815,   21,     
  315,20170815,   22,     
  315,20170815,   23,     
  315,20170815,   24,     
  315,20170816,    1,     
  315,20170816,    2,     
  315,20170816,    3,     
  315,20170816,    4,     
  315,20170816,    5,     
  315,20170816,    6,     
  315,20170816,    7,     
  315,20170816,    8,     
  315,20170816,    9,     
  315,20170816,   10,     
  315,20170816,   11,     
  315,20170816,   12,     
  315,20170816,   13,     
  315,20170816,   14,     
  315,20170816,   15,     
  315,20170816,   16,     
  315,20170816,   17,     
  315,20170816,   18,     
  315,20170816,   19,     
  315,20170816,   20,     
  315,20170816,   21,     
  315,20170816,   22,     
  315,20170816,   23,     
  315,20170816,   24,     
  315,20170817,    1,     
  315,20170817,    2,     
  315,20170817,    3,     
  315,20170817,    4,     
  315,20170817,    5,     
  315,20170817,    6,     
  315,20170817,    7,     
  315,20170817,    8,     
  315,20170817,    9,     
  315,20170817,   10,     
  315,20170817,   11,     
  315,20170817,   12,     
  315,20170817,   13,     
  315,20170817,   14,     
  315,20170817,   15,     
  315,20170817,   16,     
  315,20170817,   17,     
  315,20170817,   18,     
  315,20170817,   19,     
  315,20170817,   20,     
  315,20170817,   21,     
  315,20170817,   22,     
  315,20170817,   23,     
  315,20170817,   24,     
  315,20170818,    1,     
  315,20170818,    2,     
  315,20170818,    3,     
  315,20170818,    4,     
  315,20170818,    5,     
  315,20170818,    6,     
  315,20170818,    7,     
  315,20170818,    8,     
  315,20170818,    9,     
  315,20170818,   10,     
  315,20170818,   11,     
  315,20170818,   12,     
  315,20170818,   13,     
  315,20170818,   14,     
  315,20170818,   15,     
  315,20170818,   16,     
  315,20170818,   17,     
  315,20170818,   18,     
  315,20170818,   19,     
  315,20170818,   20,     
  315,20170818,   21,     
  315,20170818,   22,     
  315,20170818,   23,     
  315,20170818,   24,     
  315,20170819,    1,     
  315,20170819,    2,     
  315,20170819,    3,     
  315,20170819,    4,     
  315,20170819,    5,     
  315,20170819,    6,     
  315,20170819,    7,     
  315,20170819,    8,     
  315,20170819,    9,     
  315,20170819,   10,     
  315,20170819,   11,     
  315,20170819,   12,     
  315,20170819,   13,     
  315,20170819,   14,     
  315,20170819,   15,     
  315,20170819,   16,     
  315,20170819,   17,     
  315,20170819,   18,     
  315,20170819,   19,     
  315,20170819,   20,     
  315,20170819,   21,     
  315,20170819,   22,     
  315,20170819,   23,     
  315,20170819,   24,     
  315,20170820,    1,     
  315,20170820,    2,     
  315,20170820,    3,     
  315,20170820,    4,     
  315,20170820,    5,     
  315,20170820,    6,     
  315,20170820,    7,     
  315,20170820,    8,     
  315,20170820,    9,     
  315,20170820,   10,     
  315,20170820,   11,     
  315,20170820,   12,     
  315,20170820,   13,     
  315,20170820,   14,     
  315,20170820,   15,     
  315,20170820,   16,     
  315,20170820,   17,     
  315,20170820,   18,     
  315,20170820,   19,     
  315,20170820,   20,     
  315,20170820,   21,     
  315,20170820,   22,     
  315,20170820,   23,     
  315,20170820,   24,     
  315,20170821,    1,     
  315,20170821,    2,     
  315,20170821,    3,     
  315,20170821,    4,     
  315,20170821,    5,     
  315,20170821,    6,     
  315,20170821,    7,     
  315,20170821,    8,     
  315,20170821,    9,     
  315,20170821,   10,     
  315,20170821,   11,     
  315,20170821,   12,     
  315,20170821,   13,     
  315,20170821,   14,     
  315,20170821,   15,     
  315,20170821,   16,     
  315,20170821,   17,     
  315,20170821,   18,     
  315,20170821,   19,     
  315,20170821,   20,     
  315,20170821,   21,     
  315,20170821,   22,     
  315,20170821,   23,     
  315,20170821,   24,     
  315,20170822,    1,     
  315,20170822,    2,     
  315,20170822,    3,     
  315,20170822,    4,     
  315,20170822,    5,     
  315,20170822,    6,     
  315,20170822,    7,     
  315,20170822,    8,     
  315,20170822,    9,     
  315,20170822,   10,     
  315,20170822,   11,     
  315,20170822,   12,     
  315,20170822,   13,     
  315,20170822,   14,     
  315,20170822,   15,     
  315,20170822,   16,     
  315,20170822,   17,     
  315,20170822,   18,     
  315,20170822,   19,     
  315,20170822,   20,     
  315,20170822,   21,     
  315,20170822,   22,     
  315,20170822,   23,     
  315,20170822,   24,     
  315,20170823,    1,     
  315,20170823,    2,     
  315,20170823,    3,     
  315,20170823,    4,     
  315,20170823,    5,     
  315,20170823,    6,     
  315,20170823,    7,     
  315,20170823,    8,     
  315,20170823,    9,     
  315,20170823,   10,     
  315,20170823,   11,     
  315,20170823,   12,     
  315,20170823,   13,     
  315,20170823,   14,     
  315,20170823,   15,     
  315,20170823,   16,     
  315,20170823,   17,     
  315,20170823,   18,     
  315,20170823,   19,     
  315,20170823,   20,     
  315,20170823,   21,     
  315,20170823,   22,     
  315,20170823,   23,     
  315,20170823,   24,     
  315,20170824,    1,     
  315,20170824,    2,     
  315,20170824,    3,     
  315,20170824,    4,     
  315,20170824,    5,     
  315,20170824,    6,     
  315,20170824,    7,     
  315,20170824,    8,     
  315,20170824,    9,     
  315,20170824,   10,     
  315,20170824,   11,     
  315,20170824,   12,     
  315,20170824,   13,     
  315,20170824,   14,     
  315,20170824,   15,     
  315,20170824,   16,     
  315,20170824,   17,     
  315,20170824,   18,     
  315,20170824,   19,     
  315,20170824,   20,     
  315,20170824,   21,     
  315,20170824,   22,     
  315,20170824,   23,     
  315,20170824,   24,     
  315,20170825,    1,     
  315,20170825,    2,     
  315,20170825,    3,     
  315,20170825,    4,     
  315,20170825,    5,     
  315,20170825,    6,     
  315,20170825,    7,     
  315,20170825,    8,     
  315,20170825,    9,     
  315,20170825,   10,     
  315,20170825,   11,     
  315,20170825,   12,     
  315,20170825,   13,     
  315,20170825,   14,     
  315,20170825,   15,     
  315,20170825,   16,     
  315,20170825,   17,     
  315,20170825,   18,     
  315,20170825,   19,     
  315,20170825,   20,     
  315,20170825,   21,     
  315,20170825,   22,     
  315,20170825,   23,     
  315,20170825,   24,     
  315,20170826,    1,     
  315,20170826,    2,     
  315,20170826,    3,     
  315,20170826,    4,     
  315,20170826,    5,     
  315,20170826,    6,     
  315,20170826,    7,     
  315,20170826,    8,     
  315,20170826,    9,     
  315,20170826,   10,     
  315,20170826,   11,     
  315,20170826,   12,     
  315,20170826,   13,     
  315,20170826,   14,     
  315,20170826,   15,     
  315,20170826,   16,     
  315,20170826,   17,     
  315,20170826,   18,     
  315,20170826,   19,     
  315,20170826,   20,     
  315,20170826,   21,     
  315,20170826,   22,     
  315,20170826,   23,     
  315,20170826,   24,     
  315,20170827,    1,     
  315,20170827,    2,     
  315,20170827,    3,     
  315,20170827,    4,     
  315,20170827,    5,     
  315,20170827,    6,     
  315,20170827,    7,     
  315,20170827,    8,     
  315,20170827,    9,     
  315,20170827,   10,     
  315,20170827,   11,     
  315,20170827,   12,     
  315,20170827,   13,     
  315,20170827,   14,     
  315,20170827,   15,     
  315,20170827,   16,     
  315,20170827,   17,     
  315,20170827,   18,     
  315,20170827,   19,     
  315,20170827,   20,     
  315,20170827,   21,     
  315,20170827,   22,     
  315,20170827,   23,     
  315,20170827,   24,     
  315,20170828,    1,     
  315,20170828,    2,     
  315,20170828,    3,     
  315,20170828,    4,     
  315,20170828,    5,     
  315,20170828,    6,     
  315,20170828,    7,     
  315,20170828,    8,     
  315,20170828,    9,     
  315,20170828,   10,     
  315,20170828,   11,     
  315,20170828,   12,     
  315,20170828,   13,     
  315,20170828,   14,     
  315,20170828,   15,     
  315,20170828,   16,     
  315,20170828,   17,     
  315,20170828,   18,     
  315,20170828,   19,     
  315,20170828,   20,     
  315,20170828,   21,     
  315,20170828,   22,     
  315,20170828,   23,     
  315,20170828,   24,     
  315,20170829,    1,     
  315,20170829,    2,     
  315,20170829,    3,     
  315,20170829,    4,     
  315,20170829,    5,     
  315,20170829,    6,     
  315,20170829,    7,     
  315,20170829,    8,     
  315,20170829,    9,     
  315,20170829,   10,     
  315,20170829,   11,     
  315,20170829,   12,     
  315,20170829,   13,     
  315,20170829,   14,     
  315,20170829,   15,     
  315,20170829,   16,     
  315,20170829,   17,     
  315,20170829,   18,     
  315,20170829,   19,     
  315,20170829,   20,     
  315,20170829,   21,     
  315,20170829,   22,     
  315,20170829,   23,     
  315,20170829,   24,     
  315,20170830,    1,     
  315,20170830,    2,     
  315,20170830,    3,     
  315,20170830,    4,     
  315,20170830,    5,     
  315,20170830,    6,     
  315,20170830,    7,     
  315,20170830,    8,     
  315,20170830,    9,     
  315,20170830,   10,     
  315,20170830,   11,     
  315,20170830,   12,     
  315,20170830,   13,     
  315,20170830,   14,     
  315,20170830,   15,     
  315,20170830,   16,     
  315,20170830,   17,     
  315,20170830,   18,     
  315,20170830,   19,     
  315,20170830,   20,     
  315,20170830,   21,     
  315,20170830,   22,     
  315,20170830,   23,     
  315,20170830,   24,     
  315,20170831,    1,     
  315,20170831,    2,     
  315,20170831,    3,     
  315,20170831,    4,     
  315,20170831,    5,     
  315,20170831,    6,     
  315,20170831,    7,     
  315,20170831,    8,     
  315,20170831,    9,     
  315,20170831,   10,     
  315,20170831,   11,     
  315,20170831,   12,     
  315,20170831,   13,     
  315,20170831,   14,     
  315,20170831,   15,     
  315,20170831,   16,     
  315,20170831,   17,     
  315,20170831,   18,     
  315,20170831,   19,     
  315,20170831,   20,     
  315,20170831,   21,     
  315,20170831,   22,     
  315,20170831,   23,     
  315,20170831,   24,     
  315,20170901,    1,     
  315,20170901,    2,     
  315,20170901,    3,     
  315,20170901,    4,     
  315,20170901,    5,     
  315,20170901,    6,     
  315,20170901,    7,     
  315,20170901,    8,     
  315,20170901,    9,     
  315,20170901,   10,     
  315,20170901,   11,     
  315,20170901,   12,     
  315,20170901,   13,     
  315,20170901,   14,     
  315,20170901,   15,     
  315,20170901,   16,     
  315,20170901,   17,     
  315,20170901,   18,     
  315,20170901,   19,     
  315,20170901,   20,     
  315,20170901,   21,     
  315,20170901,   22,     
  315,20170901,   23,     
  315,20170901,   24,     
  315,20170902,    1,     
  315,20170902,    2,     
  315,20170902,    3,     
  315,20170902,    4,     
  315,20170902,    5,     
  315,20170902,    6,     
  315,20170902,    7,     
  315,20170902,    8,     
  315,20170902,    9,     
  315,20170902,   10,     
  315,20170902,   11,     
  315,20170902,   12,     
  315,20170902,   13,     
  315,20170902,   14,     
  315,20170902,   15,     
  315,20170902,   16,     
  315,20170902,   17,     
  315,20170902,   18,     
  315,20170902,   19,     
  315,20170902,   20,     
  315,20170902,   21,     
  315,20170902,   22,     
  315,20170902,   23,     
  315,20170902,   24,     
  315,20170903,    1,     
  315,20170903,    2,     
  315,20170903,    3,     
  315,20170903,    4,     
  315,20170903,    5,     
  315,20170903,    6,     
  315,20170903,    7,     
  315,20170903,    8,     
  315,20170903,    9,     
  315,20170903,   10,     
  315,20170903,   11,     
  315,20170903,   12,     
  315,20170903,   13,     
  315,20170903,   14,     
  315,20170903,   15,     
  315,20170903,   16,     
  315,20170903,   17,     
  315,20170903,   18,     
  315,20170903,   19,     
  315,20170903,   20,     
  315,20170903,   21,     
  315,20170903,   22,     
  315,20170903,   23,     
  315,20170903,   24,     
  315,20170904,    1,     
  315,20170904,    2,     
  315,20170904,    3,     
  315,20170904,    4,     
  315,20170904,    5,     
  315,20170904,    6,     
  315,20170904,    7,     
  315,20170904,    8,     
  315,20170904,    9,     
  315,20170904,   10,     
  315,20170904,   11,     
  315,20170904,   12,     
  315,20170904,   13,     
  315,20170904,   14,     
  315,20170904,   15,     
  315,20170904,   16,     
  315,20170904,   17,     
  315,20170904,   18,     
  315,20170904,   19,     
  315,20170904,   20,     
  315,20170904,   21,     
  315,20170904,   22,     
  315,20170904,   23,     
  315,20170904,   24,     
  315,20170905,    1,     
  315,20170905,    2,     
  315,20170905,    3,     
  315,20170905,    4,     
  315,20170905,    5,     
  315,20170905,    6,     
  315,20170905,    7,     
  315,20170905,    8,     
  315,20170905,    9,     
  315,20170905,   10,     
  315,20170905,   11,     
  315,20170905,   12,     
  315,20170905,   13,     
  315,20170905,   14,     
  315,20170905,   15,     
  315,20170905,   16,     
  315,20170905,   17,     
  315,20170905,   18,     
  315,20170905,   19,     
  315,20170905,   20,     
  315,20170905,   21,     
  315,20170905,   22,     
  315,20170905,   23,     
  315,20170905,   24,     
  315,20170906,    1,     
  315,20170906,    2,     
  315,20170906,    3,     
  315,20170906,    4,     
  315,20170906,    5,     
  315,20170906,    6,     
  315,20170906,    7,     
  315,20170906,    8,     
  315,20170906,    9,     
  315,20170906,   10,     
  315,20170906,   11,     
  315,20170906,   12,     
  315,20170906,   13,     
  315,20170906,   14,     
  315,20170906,   15,     
  315,20170906,   16,     
  315,20170906,   17,     
  315,20170906,   18,     
  315,20170906,   19,     
  315,20170906,   20,     
  315,20170906,   21,     
  315,20170906,   22,     
  315,20170906,   23,     
  315,20170906,   24,     
  315,20170907,    1,     
  315,20170907,    2,     
  315,20170907,    3,     
  315,20170907,    4,     
  315,20170907,    5,     
  315,20170907,    6,     
  315,20170907,    7,     
  315,20170907,    8,     
  315,20170907,    9,     
  315,20170907,   10,     
  315,20170907,   11,     
  315,20170907,   12,     
  315,20170907,   13,     
  315,20170907,   14,     
  315,20170907,   15,     
  315,20170907,   16,     
  315,20170907,   17,     
  315,20170907,   18,     
  315,20170907,   19,     
  315,20170907,   20,     
  315,20170907,   21,     
  315,20170907,   22,     
  315,20170907,   23,     
  315,20170907,   24,     
  315,20170908,    1,     
  315,20170908,    2,     
  315,20170908,    3,     
  315,20170908,    4,     
  315,20170908,    5,     
  315,20170908,    6,     
  315,20170908,    7,     
  315,20170908,    8,     
  315,20170908,    9,     
  315,20170908,   10,     
  315,20170908,   11,     
  315,20170908,   12,     
  315,20170908,   13,     
  315,20170908,   14,     
  315,20170908,   15,     
  315,20170908,   16,     
  315,20170908,   17,     
  315,20170908,   18,     
  315,20170908,   19,     
  315,20170908,   20,     
  315,20170908,   21,     
  315,20170908,   22,     
  315,20170908,   23,     
  315,20170908,   24,     
  315,20170909,    1,     
  315,20170909,    2,     
  315,20170909,    3,     
  315,20170909,    4,     
  315,20170909,    5,     
  315,20170909,    6,     
  315,20170909,    7,     
  315,20170909,    8,     
  315,20170909,    9,     
  315,20170909,   10,     
  315,20170909,   11,     
  315,20170909,   12,     
